설치장소명,세부위치내용,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,수거품목명,수거함수량,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
장림동원로얄듀크,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 하신중앙로 2,부산광역시 사하구 장림동 875,35.07731802,128.96379429,폐건전지+폐형광등,1,장림동원로얄듀크 관리사무소,051-264-9720,2025-12-24,3340000,부산광역시 사하구
장림동원3차아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 다대로227번길 37,부산광역시 사하구 장림동 185-1,35.08089184,128.97907378,폐건전지+폐형광등,1,장림동원3차아파트 관리사무소,051-266-7939,2025-12-24,3340000,부산광역시 사하구
장림동 협진태양아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 두송로 32,부산광역시 사하구 장림동 65,35.07837906,128.97970843,폐건전지+폐형광등,1,장림동 협진태양아파트 관리사무소,051-263-5005,2025-12-24,3340000,부산광역시 사하구
장림나산리버빌아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 장림번영로 53,부산광역시 사하구 장림동 321-28,35.08091894,128.97125460,폐건전지+폐형광등,1,장림나산리버빌아파트 관리사무소,051-261-2075,2025-12-24,3340000,부산광역시 사하구
장림극동정림아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 다대로 339,부산광역시 사하구 장림동 426,35.07263568,128.97761704,폐건전지+폐형광등,1,장림극동정림아파트 관리사무소,051-263-1669,2025-12-24,3340000,부산광역시 사하구
장림국제마마아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 장평로41번길 51,부산광역시 사하구 장림동 566-12,35.07071559,128.97076107,폐건전지+폐형광등,1,장림국제마마아파트 관리사무소,051-263-1771,2025-12-24,3340000,부산광역시 사하구
장림경동메르빌,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 다대로277번길 124,부산광역시 사하구 장림동 2,35.07534596,128.98322448,폐건전지+폐형광등,1,장림경동메르빌 관리사무소,051-266-1360,2025-12-24,3340000,부산광역시 사하구
장림강남아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 장평로41번길 61,부산광역시 사하구 장림동 566-7,35.07137140,128.97029409,폐건전지+폐형광등,1,장림강남아파트 관리사무소,051-262-9493,2025-12-24,3340000,부산광역시 사하구
윌더하임아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 장평로 119,부산광역시 사하구 장림동 599-27,35.07674538,128.97202854,폐건전지+폐형광등,1,윌더하임아파트 관리사무소,051-262-1917,2025-12-24,3340000,부산광역시 사하구
사하 장림역스마트W아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 장림번영로104번길 10,부산광역시 사하구 장림동 1151,35.08020940,128.97633808,폐건전지+폐형광등,1,사하 장림역스마트W아파트 관리사무소,051-715-3060,2025-12-24,3340000,부산광역시 사하구
벽산아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 장평로41번길 19,부산광역시 사하구 장림동 532,35.06899113,128.97259168,폐건전지+폐형광등,1,벽산아파트 관리사무소,051-264-6629,2025-12-24,3340000,부산광역시 사하구
로얄베스토피아아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 다대로227번길 45,부산광역시 사하구 장림동 185-29,35.08001954,128.97840262,폐건전지+폐형광등,1,로얄베스토피아아파트 관리사무소,051-263-9146,2025-12-24,3340000,부산광역시 사하구
두산위브더센트럴사하,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 장림로 199,부산광역시 사하구 장림동 1154,35.08289506,128.97209710,폐건전지+폐형광등,1,두산위브더센트럴사하 관리사무소,051-263-5888,2025-12-24,3340000,부산광역시 사하구
한솔베스파트아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 신산로 187,부산광역시 사하구 신평동 84-9,35.09066233,128.97593061,폐건전지+폐형광등,1,한솔베스파트아파트 관리사무소,051-292-7556,2025-12-24,3340000,부산광역시 사하구
한성임호아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 다대로 109,부산광역시 사하구 신평동 100,35.09246081,128.97968208,폐건전지+폐형광등,1,한성임호아파트 관리사무소,051-202-9571,2025-12-24,3340000,부산광역시 사하구
원우강변아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 비봉로 29,부산광역시 사하구 신평동 414-10,35.09801308,128.96465816,폐건전지+폐형광등,1,원우강변아파트 관리사무소,051-208-5514,2025-12-24,3340000,부산광역시 사하구
신평협성엠파이어,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 장평로 339,부산광역시 사하구 신평동 11-6,35.09483887,128.97578777,폐건전지+폐형광등,1,신평협성엠파이어 관리사무소,051-294-2477,2025-12-24,3340000,부산광역시 사하구
신평현대아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 하신중앙로 170,부산광역시 사하구 신평동 400,35.09384699,128.96428484,폐건전지+폐형광등,1,신평현대아파트 관리사무소,051-293-2611,2025-12-24,3340000,부산광역시 사하구
신평한신아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 비봉로 42,부산광역시 사하구 신평동 425,35.09705273,128.96587263,폐건전지+폐형광등,1,신평한신아파트 관리사무소,051-292-4015,2025-12-24,3340000,부산광역시 사하구
신평한성기린아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 다대로 109,부산광역시 사하구 신평동 100,35.09246081,128.97968208,폐건전지+폐형광등,1,신평한성기린아파트 관리사무소,051-208-7434,2025-12-24,3340000,부산광역시 사하구
신평삼한사랑채아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 신산북로 5,부산광역시 사하구 신평동 668,35.09286905,128.96617808,폐건전지+폐형광등,1,신평삼한사랑채아파트 관리사무소,051-208-2920,2025-12-24,3340000,부산광역시 사하구
신평삼창강변아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 비봉로 37,부산광역시 사하구 신평동 437,35.09762186,128.96516501,폐건전지+폐형광등,1,신평삼창강변아파트 관리사무소,051-206-4323,2025-12-24,3340000,부산광역시 사하구
신평삼익아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 장평로 311,부산광역시 사하구 신평동 7,35.09400001,128.97400901,폐건전지+폐형광등,1,신평삼익아파트 관리사무소,051-201-4690,2025-12-24,3340000,부산광역시 사하구
신평럭키무지개타운아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 신산북로43번길 43,부산광역시 사하구 신평동 206-1,35.09303676,128.96983583,폐건전지+폐형광등,1,신평럭키무지개타운아파트 관리사무소,051-206-5919,2025-12-24,3340000,부산광역시 사하구
신익강변타운아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 하신중앙로 180,부산광역시 사하구 신평동 408,35.09542867,128.96298847,폐건전지+폐형광등,1,신익강변타운아파트 관리사무소,051-292-3068,2025-12-24,3340000,부산광역시 사하구
사하코오롱하늘채아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 신산북로 41,부산광역시 사하구 신평동 674,35.09221648,128.96818930,폐건전지+폐형광등,1,사하코오롱하늘채아파트 관리사무소,051-294-9111,2025-12-24,3340000,부산광역시 사하구
사하뷰웰아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 신산북로 43,부산광역시 사하구 신평동 342-1,35.09138164,128.96917049,폐건전지+폐형광등,1,사하뷰웰아파트 관리사무소,051-294-8601,2025-12-24,3340000,부산광역시 사하구
한신혜성아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 동매로 120,부산광역시 사하구 하단동 277-2,35.10128893,128.97152089,폐건전지+폐형광등,1,한신혜성아파트 관리사무소,051-203-9882,2025-12-24,3340000,부산광역시 사하구
하단청구아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 낙동대로520번길 14,부산광역시 사하구 하단동 717-1,35.11093080,128.96699583,폐건전지+폐형광등,1,하단청구아파트 관리사무소,051-291-0998,2025-12-24,3340000,부산광역시 사하구
하단삼창,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 괴정로 76,부산광역시 사하구 하단동 277,35.10169379,128.97183900,폐건전지+폐형광등,1,하단삼창아파트 관리사무소,051-206-0018,2025-12-24,3340000,부산광역시 사하구
하단롯데캐슬,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 낙동대로 413,부산광역시 사하구 하단동 1219,35.10339403,128.97302601,폐건전지+폐형광등,1,하단롯데캐슬 관리사무소,051-294-9860,2025-12-24,3340000,부산광역시 사하구
하단SKVIEW 아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 하신번영로 400,부산광역시 사하구 하단동 1217-1,35.11608208,128.96150831,폐건전지+폐형광등,1,하단SKVIEW아파트 관리사무소,051-207-5557,2025-12-24,3340000,부산광역시 사하구
사하삼정그린코아더시티,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 승학로3번길 47,부산광역시 사하구 하단동 510-15,35.10824600,128.96775533,폐건전지+폐형광등,1,사하삼정그린코아더시티 관리사무소,051-207-5520,2025-12-24,3340000,부산광역시 사하구
남영임대2차아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 낙동대로575번길 10,부산광역시 사하구 하단동 475,35.11401536,128.96120333,폐건전지+폐형광등,1,남영임대2차아파트 관리사무소,051-203-4441,2025-12-24,3340000,부산광역시 사하구
가락타운3단지아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 하신중앙로 265,부산광역시 사하구 하단동 1176,35.09992881,128.95848397,폐건전지+폐형광등,1,가락타운3단지아파트 관리사무소,051-204-7668,2025-12-24,3340000,부산광역시 사하구
가락타운2단지아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 하신번영로 233,부산광역시 사하구 하단동 1175,35.10107316,128.95796394,폐건전지+폐형광등,1,가락타운2단지아파트 관리사무소,051-204-7668,2025-12-24,3340000,부산광역시 사하구
가락타운1단지아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 하신번영로 365,부산광역시 사하구 하단동 1161-2,35.11029866,128.95853637,폐건전지+폐형광등,1,가락타운1단지아파트 관리사무소,051-204-9566,2025-12-24,3340000,부산광역시 사하구
우림그린아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 제석로95번길 22-5,부산광역시 사하구 당리동 33-3,35.10976682,128.97841694,폐건전지+폐형광등,1,우림그린아파트 관리사무소,051-207-2331,2025-12-24,3340000,부산광역시 사하구
당리혜성아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 제석로 127,부산광역시 사하구 당리동 17-2,35.11002119,128.97945090,폐건전지+폐형광등,1,당리혜성아파트 관리사무소,051-207-5387,2025-12-24,3340000,부산광역시 사하구
당리형제아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 제석로95번길 21,부산광역시 사하구 당리동 39-18,35.10881883,128.97721555,폐건전지+폐형광등,1,당리형제아파트 관리사무소,051-202-3587,2025-12-24,3340000,부산광역시 사하구
당리협진태양아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 다대로 30,부산광역시 사하구 당리동 532,35.09852235,128.97693876,폐건전지+폐형광등,1,당리협진태양아파트 관리사무소,051-203-7393,2025-12-24,3340000,부산광역시 사하구
당리푸르지오,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 승학로71번길 30,부산광역시 사하구 당리동 572,35.10550924,128.97708767,폐건전지+폐형광등,1,당리푸르지오 관리사무소,051-202-2245,2025-12-24,3340000,부산광역시 사하구
당리신익아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 승학로 123-4,부산광역시 사하구 당리동 407,35.10394616,128.97965334,폐건전지+폐형광등,1,당리신익아파트 관리사무소,051-206-0113,2025-12-24,3340000,부산광역시 사하구
당리삼창아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 제석로 33,부산광역시 사하구 당리동 313-9,35.10493054,128.97206842,폐건전지+폐형광등,1,당리삼창아파트 관리사무소,051-206-8100,2025-12-24,3340000,부산광역시 사하구
당리삼성타워아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 마하로 81,부산광역시 사하구 당리동 480-9,35.10649616,128.98461126,폐건전지+폐형광등,1,당리삼성타워아파트 관리사무소,051-205-5548,2025-12-24,3340000,부산광역시 사하구
당리부영벽산블루밍,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 승학로71번길 60,부산광역시 사하구 당리동 66,35.10630808,128.97792012,폐건전지+폐형광등,1,당리부영벽산블루밍 관리사무소,051-201-0653,2025-12-24,3340000,부산광역시 사하구
당리벽산으뜸아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 다대로22번길 30,부산광역시 사하구 당리동 534-1,35.09849254,128.97623571,폐건전지+폐형광등,1,당리벽산으뜸아파트 관리사무소,051-202-1660,2025-12-24,3340000,부산광역시 사하구
당리반도보라아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 제석로79번길 11,부산광역시 사하구 당리동 180,35.10779076,128.97383770,폐건전지+폐형광등,1,당리반도보라아파트 관리사무소,051-208-8388,2025-12-24,3340000,부산광역시 사하구
당리동2차동원베네스트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 제석로 171,부산광역시 사하구 당리동 16-12,35.11093385,128.98354938,폐건전지+폐형광등,1,당리동2차동원베네스트 관리사무소,051-293-6997,2025-12-24,3340000,부산광역시 사하구
당리동1차동원베네스트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 제석로 160,부산광역시 사하구 당리동 16-7,35.11039948,128.98430717,폐건전지+폐형광등,1,당리동1차동원베네스트 관리사무소,051-292-3116,2025-12-24,3340000,부산광역시 사하구
경보이리스힐당리,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 승학로71번길 146,부산광역시 사하구 당리동 577,35.10844766,128.98044797,폐건전지+폐형광등,1,경보이리스힐당리 관리사무소,051-204-5252,2025-12-24,3340000,부산광역시 사하구
힐스테이트사하역아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 괴정로 166,부산광역시 사하구 괴정동 1295,35.09803320,128.97931747,폐건전지+폐형광등,1,힐스테이트사하역아파트 관리사무소,051-292-4445,2025-12-24,3340000,부산광역시 사하구
한신청록,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 승학로 221,부산광역시 사하구 괴정동 795-14,35.10115942,128.98927942,폐건전지+폐형광등,1,한신청록아파트 관리사무소,051-292-9792,2025-12-24,3340000,부산광역시 사하구
우신타워,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 사하로141번나길 35-4,부산광역시 사하구 괴정동 614-9,35.09403841,128.98919432,폐건전지+폐형광등,1,우신타워 관리사무소,051-206-2550,2025-12-24,3340000,부산광역시 사하구
신동양,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 낙동대로 265,부산광역시 사하구 괴정동 733,35.09815058,128.98758071,폐건전지+폐형광등,1,신동양 관리사무소,051-993-0488,2025-12-24,3340000,부산광역시 사하구
신괴정화신맨션아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 오작로 68,부산광역시 사하구 괴정동 398-23,35.09927825,128.99941379,폐건전지+폐형광등,1,신괴정화신맨션아파트 관리사무소,051-204-4930,2025-12-24,3340000,부산광역시 사하구
사하한신더휴아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 사리로 106,부산광역시 사하구 괴정동 1286,35.10767847,128.99889763,폐건전지+폐형광등,1,사하한신더휴아파트 관리사무소,051-294-9606,2025-12-24,3340000,부산광역시 사하구
사하역비스타동원,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 낙동대로 280,부산광역시 사하구 괴정동 1284,35.10013510,128.98425724,폐건전지+폐형광등,1,사하역비스타동원 관리사무소,051-271-5501,2025-12-24,3340000,부산광역시 사하구
벽산하이츠아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 오작로 104,부산광역시 사하구 괴정동 352-34,35.10086762,129.00391777,폐건전지+폐형광등,1,벽산하이츠아파트 관리사무소,051-291-7948,2025-12-24,3340000,부산광역시 사하구
동진그린힐아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 장평로 378,부산광역시 사하구 괴정동 1207-4,35.09656669,128.98077500,폐건전지+폐형광등,1,동진그린힐아파트 관리사무소,051-992-3908,2025-12-24,3340000,부산광역시 사하구
괴정협진태양,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 괴정로270번길 34,부산광역시 사하구 괴정동 530-13,35.09555071,128.98960979,폐건전지+폐형광등,1,괴정협진태양 관리사무소,051-202-7908,2025-12-24,3340000,부산광역시 사하구
괴정협성휴포레아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 사하로 183,부산광역시 사하구 괴정동 952-1,35.09747090,128.99269587,폐건전지+폐형광등,1,괴정협성휴포레아파트 관리사무소,051-204-2920,2025-12-24,3340000,부산광역시 사하구
괴정참누리아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 대티로17번길 47,부산광역시 사하구 괴정동 207-52,35.10535222,129.00244757,폐건전지+폐형광등,1,괴정참누리아파트 관리사무소,051-294-9441,2025-12-24,3340000,부산광역시 사하구
괴정자유3차,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 승학로233번길 33,부산광역시 사하구 괴정동 1065,35.10311536,128.98902616,폐건전지+폐형광등,1,괴정자유3차아파트 관리사무소,051-202-0382,2025-12-24,3340000,부산광역시 사하구
괴정자유2차,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 승학로233번길 50,부산광역시 사하구 괴정동 1064-1,35.10303578,128.99053082,폐건전지+폐형광등,1,괴정자유2차아파트 관리사무소,051-208-6808,2025-12-24,3340000,부산광역시 사하구
괴정자유1차아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 낙동대로 263,부산광역시 사하구 괴정동 740,35.09778347,128.98912786,폐건전지+폐형광등,1,괴정자유1차아파트 관리사무소,051-202-0977,2025-12-24,3340000,부산광역시 사하구
괴정일동지에닌아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 낙동대로 301,부산광역시 사하구 괴정동 571-8,35.09898983,128.98435382,폐건전지+폐형광등,1,괴정일동지에닌아파트 관리사무소,051-203-1964,2025-12-24,3340000,부산광역시 사하구
괴정엔스타,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 낙동대로 203,부산광역시 사하구 괴정동 1275,35.10007740,128.99449218,폐건전지+폐형광등,1,괴정엔스타 관리사무소,051-293-1238,2025-12-24,3340000,부산광역시 사하구
괴정어반푸르지오,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 사하로 189,부산광역시 사하구 괴정동 950-2,35.09847121,128.99344666,폐건전지+폐형광등,1,괴정어반푸르지오 관리사무소,051-294-9596,2025-12-24,3340000,부산광역시 사하구
괴정신익타운,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 오작로 46,부산광역시 사하구 괴정동 398-22,35.09835297,128.99880412,폐건전지+폐형광등,1,괴정신익타운 관리사무소,051-203-9964,2025-12-24,3340000,부산광역시 사하구
괴정신동아파밀리에 아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 사하로142번길 38,부산광역시 사하구 괴정동 1283,35.09497024,128.99466622,폐건전지+폐형광등,1,괴정신동아파밀리에아파트 관리사무소,051-204-0142,2025-12-24,3340000,부산광역시 사하구
괴정스타클래스아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 대티로1번길 22,부산광역시 사하구 괴정동 213-6,35.10540110,128.99904477,폐건전지+폐형광등,1,괴정스타클래스아파트 관리사무소,051-204-2329,2025-12-24,3340000,부산광역시 사하구
괴정국제,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 사하로141번길 20,부산광역시 사하구 괴정동 491-9,35.09476456,128.99180775,폐건전지+폐형광등,1,괴정국제아파트 관리사무소,051-293-0847,2025-12-24,3340000,부산광역시 사하구
괴정경동메르빌,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 괴정로244번길 57,부산광역시 사하구 괴정동 619-16,35.09394014,128.98704846,폐건전지+폐형광등,1,괴정경동메르빌 관리사무소,051-203-6894,2025-12-24,3340000,부산광역시 사하구
괴정K스타파크아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 사리로70번길 24,부산광역시 사하구 괴정동 1278,35.10514186,129.00032060,폐건전지+폐형광등,1,괴정K스타파크아파트 관리사무소,051-201-3920,2025-12-24,3340000,부산광역시 사하구
괴정경성스마트W아파트,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 낙동대로 180,부산광역시 사하구 괴정동 258,35.10198017,128.99666940,폐건전지+폐형광등,1,괴정경성스마트W아파트 관리사무소,051-294-9363,2025-12-24,3340000,부산광역시 사하구
경성스마트W2차,재활용품 집하장,부산광역시,사하구,부산광역시 사하구 낙동대로 180,부산광역시 사하구 괴정동 258,35.10198017,128.99666940,폐건전지+폐형광등,1,경성스마트W2차아파트 관리사무소,051-717-2810,2025-12-24,3340000,부산광역시 사하구
사하구청,본관 1층 내부,부산광역시,사하구,부산광역시 사하구 낙동대로398번길 12,부산광역시 사하구 당리동 317-16,35.10450196,128.97479018,폐건전지,1,부산광역시 사하구청,051-220-4456,2025-12-24,3340000,부산광역시 사하구
감천2동행정복지센터,센터 외부2+외부,부산광역시,사하구,부산광역시 사하구 옥천로93번길 14,부산광역시 사하구 감천동 12-9,35.09461091,129.00936044,폐건전지+폐형광등,3,부산광역시 사하구청,051-220-4456,2025-12-24,3340000,부산광역시 사하구
감천1동행정복지센터,센터 1층+외부,부산광역시,사하구,부산광역시 사하구 감천로 97,부산광역시 사하구 감천동 486-3,35.08841814,129.00283958,폐건전지+폐형광등,2,부산광역시 사하구청,051-220-4456,2025-12-24,3340000,부산광역시 사하구
구평동행정복지센터,센터 1층+외부,부산광역시,사하구,부산광역시 사하구 서포로 48,부산광역시 사하구 구평동 159-1,35.08193315,128.98782649,폐건전지+폐형광등,2,부산광역시 사하구청,051-220-4456,2025-12-24,3340000,부산광역시 사하구
다대2동행정복지센터,센터 내·외부+외부,부산광역시,사하구,부산광역시 사하구 다대로429번길 30,부산광역시 사하구 다대동 120-35,35.06355298,128.98200855,폐건전지+폐형광등,3,부산광역시 사하구청,051-220-4456,2025-12-24,3340000,부산광역시 사하구
다대1동행정복지센터,센터 외부,부산광역시,사하구,부산광역시 사하구 다대로530번길 7,부산광역시 사하구 다대동 933-1,35.05916984,128.97132938,폐건전지+폐형광등,1,부산광역시 사하구청,051-220-4456,2025-12-24,3340000,부산광역시 사하구
장림2동행정복지센터,센터 외부,부산광역시,사하구,부산광역시 사하구 장평로 131,부산광역시 사하구 장림동 601,35.07787882,128.97260372,폐건전지,1,부산광역시 사하구청,051-220-4456,2025-12-24,3340000,부산광역시 사하구
장림1동행정복지센터,센터 1층+외부,부산광역시,사하구,부산광역시 사하구 장림로161번길 2,부산광역시 사하구 장림동 1140,35.08305432,128.96687116,폐건전지+폐형광등,2,부산광역시 사하구청,051-220-4456,2025-12-24,3340000,부산광역시 사하구
하단2동행정복지센터,센터 외부,부산광역시,사하구,부산광역시 사하구 하신번영로 377,부산광역시 사하구 하단동 1161-3,35.11458863,128.96052283,폐건전지,1,부산광역시 사하구청,051-220-4456,2025-12-24,3340000,부산광역시 사하구
하단1동행정복지센터,센터 외부,부산광역시,사하구,부산광역시 사하구 하신중앙로 308,부산광역시 사하구 하단동 608-11,35.10396450,128.96424251,폐건전지+폐형광등,2,부산광역시 사하구청,051-220-4456,2025-12-24,3340000,부산광역시 사하구
신평2동행정복지센터,센터 외부,부산광역시,사하구,부산광역시 사하구 하신중앙로 185,부산광역시 사하구 신평동 646-2,35.09496763,128.96154081,폐건전지,1,부산광역시 사하구청,051-220-4456,2025-12-24,3340000,부산광역시 사하구
신평1동행정복지센터,센터 1층+외부,부산광역시,사하구,부산광역시 사하구 신산로 173,부산광역시 사하구 신평동 544-1,35.09004962,128.97439818,폐건전지,2,부산광역시 사하구청,051-220-4456,2025-12-24,3340000,부산광역시 사하구
당리동행정복지센터,센터 내,부산광역시,사하구,부산광역시 사하구 낙동대로398번길 21,부산광역시 사하구 당리동 317-52,35.10398495,128.97454095,폐건전지,1,부산광역시 사하구청,051-220-4456,2025-12-24,3340000,부산광역시 사하구
괴정4동행정복지센터,센터 1층+외부,부산광역시,사하구,부산광역시 사하구 낙동대로309번길 9,부산광역시 사하구 괴정동 571-2,35.09914474,128.98315907,폐건전지+폐형광등,3,부산광역시 사하구청,051-220-4456,2025-12-24,3340000,부산광역시 사하구
괴정3동행정복지센터,센터 외부+외부,부산광역시,사하구,부산광역시 사하구 낙동대로171번길 30-5,부산광역시 사하구 괴정동 404-2,35.10034180,128.99809266,폐건전지+폐형광등,2,부산광역시 사하구청,051-220-4456,2025-12-24,3340000,부산광역시 사하구
괴정2동행정복지센터,센터 1층+외부,부산광역시,사하구,부산광역시 사하구 까치고개로 14-1,부산광역시 사하구 괴정동 354-22,35.10339842,129.00402557,폐건전지,1,부산광역시 사하구청,051-220-4456,2025-12-24,3340000,부산광역시 사하구
괴정1동행정복지센터,센터 외부,부산광역시,사하구,부산광역시 사하구 낙동대로250번안길 3,부산광역시 사하구 괴정동 820-3,35.09976080,128.98931725,폐건전지,1,부산광역시 사하구청,051-220-4456,2025-12-24,3340000,부산광역시 사하구
송정동행정복지센터,행정복지센터 청사 내,강원특별자치도,동해시,강원특별자치도 동해시 동해항2길 25,강원특별자치도 동해시 송정동 854-110,37.499888,129.128747,형광램프+LED조명+알카라인전지+망간전지+리튬전지+니켈-카드뮴전지,1,강원특별자치도 동해시청,033-539-8081,2025-12-19,4211000,강원특별자치도 동해시
북삼동행정복지센터,행정복지센터 청사 내,강원특별자치도,동해시,강원특별자치도 동해시 효자남길 33-4,강원특별자치도 동해시 동회동 110,37.489614,129.107673,형광램프+LED조명+알카라인전지+망간전지+리튬전지+니켈-카드뮴전지,1,강원특별자치도 동해시청,033-539-8082,2025-12-19,4211000,강원특별자치도 동해시
망상동행정복지센터,행정복지센터 청사 내,강원특별자치도,동해시,강원특별자치도 동해시 발한로 330,강원특별자치도 동해시 발한동 354-28,37.558255,129.104522,형광램프+LED조명+알카라인전지+망간전지+리튬전지+니켈-카드뮴전지,1,강원특별자치도 동해시청,033-539-8088,2025-12-19,4211000,강원특별자치도 동해시
북평동행정복지센터,행정복지센터 청사 내,강원특별자치도,동해시,강원특별자치도 동해시 대동로 137,강원특별자치도 동해시 북평동 127-1,37.483925,129.125164,형광램프+LED조명+알카라인전지+망간전지+리튬전지+니켈-카드뮴전지,1,강원특별자치도 동해시청,033-539-8087,2025-12-19,4211000,강원특별자치도 동해시
발한동행정복지센터,행정복지센터 청사 내,강원특별자치도,동해시,강원특별자치도 동해시 발한로 211,강원특별자치도 동해시 발한동 239-1,37.548716,129.107941,형광램프+LED조명+알카라인전지+망간전지+리튬전지+니켈-카드뮴전지,1,강원특별자치도 동해시청,033-539-8085,2025-12-19,4211000,강원특별자치도 동해시
삼화동행정복지센터,행정복지센터 청사 내,강원특별자치도,동해시,강원특별자치도 동해시 무릉1길 10,강원특별자치도 동해시 이로동 183-2,37.488608,129.067454,형광램프+LED조명+알카라인전지+망간전지+리튬전지+니켈-카드뮴전지,1,강원특별자치도 동해시청,033-539-8089,2025-12-19,4211000,강원특별자치도 동해시
동호동행정복지센터,행정복지센터 청사 내,강원특별자치도,동해시,강원특별자치도 동해시 동호3길 55,강원특별자치도 동해시 발한동 514-1,37.547524,129.099968,형광램프+LED조명+알카라인전지+망간전지+리튬전지+니켈-카드뮴전지,1,강원특별자치도 동해시청,033-539-8084,2025-12-19,4211000,강원특별자치도 동해시
